標題,連結,來源,時間
秘魯南部海岸規模5.7地震無海嘯威脅| 國際焦點| 全球 | 聯合新聞網,https://news.google.com/read/CBMiUEFVX3lxTE5QbE4zV21QQVNXYkwyRjJBY2RFcHg2aG00bWw5YV96VXZvQTl6QXRNY0hLbFdyV1VXZzQ5MjZvaUVKVnlKcmJ1RVBBZ0JtUlcz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月12日
台日屬不同斷層 仍要注意海嘯,https://news.google.com/read/CBMiXEFVX3lxTE1OYWJKNk1FVEhiVG9GTURua0JUVXZEdkNiU1BZYUdmZDJfOVFYUGRzcGVLdkNmeEhjQzNqNmJ3MTNPeFdTd0Qwalgtc2ZVM0FscEJQSU9pZXBYcXpE0gFiQVVfeXFMTW5xZ0p2YjdMRUhjenB2c2ZkSE9ybFNVc094LW9rZHNlOFMybWVHbmNmNUlqb1dhZ1MyU19ickt3VnZiaDBUX0JRRG5CTmdxYmZPTnQ5NEl4dUEzYkJaWTRFWnc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,6 小時前
快訊／菲律賓驚傳「規模7.1強震」！官方未發布海嘯警報 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTE1SZHhiOF9WNkIzSVEwNWhSSTdsWTVyM2NPbWVFTTQtc1h5WXdreHlKdzhxWm1jQXNkclhHZ3dpY0NFazlFTy1Hb2ZRcl9WUjjSAVRBVV95cUxQaVpuczlmZC0xazJDZmR0WUFEcjRhNXFVSWpLQzByRUJ5TzBZZ1l0T3lwSmVVODlzSjNYS0Z6RzViNlBuYktqNmFYWTkxSFZVR0YyRk0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,7月11日
菲律賓「規模7.1強震」！日媒：提防海嘯- 國際,https://news.google.com/read/CBMibkFVX3lxTFBYWWo4M2hvQU05LUpjVV83QjhoLU54c0lCNTJMQ1g1ck9ubk05bVhvNlc1VExaVHppNDhXNmNMNjlMVFo0WnNlNENhMlpFRnh6dFJXUmNzLVNOOFJFN0N4c2NPTjFxeHl6bExxN0Z3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,7月11日
日宮崎縣東側海域發生規模7.1地震 氣象廳發布海嘯警報,https://news.google.com/read/CBMiUEFVX3lxTFAzSVRqUjQ0VHBBaGZuZjBycDNMME1nRkZKUDF4OWdIN2VyM1lZczVPbk9qaWtJbEwxQkI2SE9EVlU1aTRzeWNuTGctQVlQeE9j0gFWQVVfeXFMTkh2ZnB6OUFhNEZQTk1fYmJZWWV4WDh0dEVwRVFmcmV6alRIb2JoUnpfdVV6Z1RTd3VqYVUtbV9OUmo0Z3A3RG80LWQzUktPRlR4T01tb0E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,2 天前
台積熊本廠所在地九州發生規模7.1地震 並發布海嘯警報,https://news.google.com/read/CBMiWkFVX3lxTFBMbVBGNHdyNEFOb3BBSEVjVFQwa1ZNTXZUUHZVcmRpbnhDakJaanhrMFRHMERVaVFEVmRjdDd5NEtUVEtmNzJNZ3VVc0ZseEUyR19pakFGSUcxd9IBX0FVX3lxTE44dVR6ZkJyQUFFMjE2RDVnc1hDaWFPbzJ4NmVGT0R4UzBtN0FJemRYalM4eGZkbEowT1RzNkNzbE5NT090ZTVDSUxEemYzVFpaWUk1VlRhX3VObms1YXcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,2 天前
快訊／地牛翻身！菲律賓驚傳「規模7.1強震」 日媒：需提防海嘯,https://news.google.com/read/CBMiW0FVX3lxTE9ueFJyVThPLVFpRk14MUZ4bnZETC1yS2M5ZU1BRFAzWUJYamxaNjRhTGF5aWdCNVp3NDlLakN4QTF4V192TVJXOGxrbTlSaUdRX1pmYmIyUVdWMHPSAV9BVV95cUxOZTY3NHJpaXZwT0lRNVFSRlFiU1hVVTd5ODVxNExseml2T1JydUJSaVJNa0N5am5pYlAyanFYMlRsZkJ2Q09mWkZDMEg2MGVNSE5LV1M4T2xKODNGOGNRdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,三立新聞網 Setn.com,7月11日
日本南部連發2次強震沿海地區可能發生海嘯| 精選 | 即時 | 國際 | 2024-08-08,https://news.google.com/read/CBMijAJBVV95cUxQYlMyTGcxREpScEVjSnFzOUNOekE1R25DdTNoV0JjcGF3MWN5aWVyeHhrNEtGUnVQMDl0NjNyQ2t2TFRnVkY3NWpwOFF3M2NZallvMUpXWWN3dEpjMFU4NWtkam9Ec25PVWJOZ2lTMDdLejhrTDRVRnNRWlh0RlJFQVd6MXltQ3o2aG94MVN0QzV1RWVNYWdJWmtNX0VPZFh1MWZQckN0MFlCZjhDM3gyR3hyLXE5NE5rQXBaRnZ4R0xKdzRZOXRIN1YzbXp0NC1nTGpiMUoyb2kydTROa0d5SVBIcmVYakZhNzlSd2hYTnRFakhPYld5dEh1c0g3RjZRc241SGpiQ1dDT2N5?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,2 天前
日本南部發生7.1級地震海嘯警報區域持續擴大| 國際 | 2024-08-08,https://news.google.com/read/CBMipwJBVV95cUxNLWdEVlFhcUpFejZmU1JwYlZ6OWJLVVVmYzZEWXliYUttcnNFM0FlVEFkS1RhODh0ZVQ3N3ZQbUFmeGIwZ3lXVXRSenRQWXpMMUpzSjBhUjVPRExiODJyemgtcnI3SEt6clJtZXRpdmx5MEhjanJ1dUNZVDI2M1lyNzNWMWJhNnhEYWFBMEpURjIwM3pLY0QtWk5nemgyTW1vR1hoTTd0eUhDMHVhNl9pdzV3OHhKazhRckZPZnRTTy1rcG5NRUdWajhUcHlGN3c1bTgtcE40SF9RM2gwcjAxVXdsMUpoazlHd2ZKSGZNeTZhYVZhRWEwbkNFRFlLd2N3Z0NJSkVDb2FmMVNRMUNzbUlzV2ZSUkoySlJrcEdHWXJoMmQ2NGZJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,2 天前
海嘯50cm、1m高有威脅？一圖看懂嚴重性 研究：已可摧毀建築,https://news.google.com/read/CBMiUkFVX3lxTE13Q3JsZjlRczRiMUdyOXc1VERSb09vWXFzUUpZczlDQWgxR2lNelMzTVRyaERmbEVWTU1zeHZFNEtRanRsS3NVMlZCTE42aUt0M1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,蕃新聞,昨天
日本首發南海海槽大地震警告 料最壞情況30米高海嘯逾23萬死,https://news.google.com/read/CBMipwNBVV95cUxNZGNVRmVQenJpVk9HZTBRalJwNHpwTmcxbXNkbmlMd1F4bzlYTzJCdmFUQkZGUnpxZTkycnQ3eEJXUG8zc1dfTkFEalJ1aFBOZDZjRy1TQXlRR01wMi1tTVpBMHZPbElVWGhsWjVRVFVMRnR5TGdaOTNSc0dXSHVqaUQwOXZZTUV6NEJwOHlucS1NNlVnbTRYNE1fQ2psNm40VHFMSXJVaVRQaFNJMlcxYUdjMGtuVDVKcm9ORG9EX3dFYUNKV2g4VjdUUlZDYUJTQnlseDMzQjVBN1AxeC1BNWdlY1BKd0hEUEJ1TklnZF9fSWdRN0ZibXIwMWhvVUpiTl9HNzFIdHpiaElhdjNCS0NJWjdVRDlTZDRDU3VBdDVkRzctZ2RueGthMDV5T3IwRjM3aWhodjBwYy0xeHBLMG5Pd3pwbkMzbUlUU0lvLVVqaHg1UlFtWWVkUXdFOEcwM2tjODRld08yUE0wX2hlakVnVzJqbVQzREI4aFpiTWdSZ2h2X3VfTmlRMi1uY0ZxR2k1alZCb1RFQl93UEtnMWJ0N2FGZ1k?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
日本宮崎縣日向灘外海7.1級地震12傷 約5小時後所有海嘯警報解除,https://news.google.com/read/CBMitANBVV95cUxOWDBjblQxbks2NWtaQklsaGIwOV8wNVF1YWY1bmFHaE1ZZ0w3S0t5MzV5ZjVvTmZnbGpZcmM1VEROWkpIOXc4enM2V3FIb21aUDhMaVJqNEtraUJWRDc1V29wZDk5ajhzY3Q2WkpqMGJCUDJFNVFXOVNZRFljaHdPUFNHQzFUb0FYbUtaVDZBTGFfRkZqR1JzZlBzU19sUVMxUHB1QmdBNU5sNFg4WnVOWTM3c3lTcE9UYXkzeTZIam95WnROQUdxbXoxZHZKaVRpWEY3M2tGV2ZGYktGUUFDd0Q2ZHJGQ2ZjT1JaWDRFbnlfWGVHNm00TVBwUkVaSjQ3MlQ1LTJoVzBEWC1yOTFMb182R0NtVVg1Z3c3TXFwV3Z0SzNRSVpteHJlQ3E4Y3A3Rk5jSlVMVDJaLTF5bEtaUEEtQWMxdENWcXQwbGI2aWJoVDBaQnlqMmlfSFVqSi1ReWs2WHZNZzcxQUtjTjFEUU1xcFhvQ1o1SUZWTVNhcUk2RS1KUlVqQlh5TzN1LU9sbGExZW9RZ1B3NFVOd1pYcHhUZDNwVk9vcHNjOW9hYzRCWldC?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
日本地震｜宮崎縣7.1級地震 1米海嘯已抵岸 九州新幹線停駛,https://news.google.com/read/CBMi6wJBVV95cUxPMjB3WHVXRlAzY3ZQVHNVTjFJMHhiVTZLSE5OWGRua0YyVl9NT0dtaVc2TktqZDBHemtiZ3ZhV2h0cHI3OFpqQ2dGbkVpbVNHejE5eDhhRXJuTlNUUE15WEhhZUNiZzJZbjM0RGE3UlY4eU9FaUJCZkIzYVNfNXFhWjgxN0RBM240MlJyOVFWY3ZVQkJUQ3VLNlJubVJreHBQTW9sN2oxbXF4d3pGWjZTQlNLLWtkTzFqdm9PQW5PR1JsdEc3Q3FqUncwcV9id0J2aXpqWmFCXzRhSmRjR2RmajBCMWVMMWpHQmVGRmxvTnZPOWNjOHgtVDZRRmlZR2lSUHZVOUliX1k0bHBiUDJyQllhbVZSTXBDQWg0TEprdmJTOVlJU0FEdE9OMDMxeEdUUmpnTFlrdHRtekJuUGlpNGVLTEZ6NXlNX3JRYUVWWnVfajIzOVoyem5HTWNRaUs0Ymp0RWN5bm1mU00?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
日本「百年企業」上半年破產數創歷史新高！ 恐超越2008金融海嘯慘況 | 國際 | CTWANT,https://news.google.com/read/CBMiT0FVX3lxTFBhMGpnNUMzQzhvdkQ4UlFxcHE0VUxlUFVXUFl5QUpDcVJaaXJJcGJZU2VYSTFBRHFCV1NGdU5KYWc2R1ZrX2Y0ZFAwNm5oUEHSAVRBVV95cUxNVFRiZk1GN2F3ZG9qaHdqZ0lEdjg5aVlNWnA5UjRoM1Nfd3BkdnlnMUJUUWRJNDVLd1Rod01UMzEtNHBQMlJwMmIzaTF0Ul9WblpkZXE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,CTWANT,7月22日
賀錦麗接棒掀海嘯！喬治克隆尼「真實反應」曝光,https://news.google.com/read/CBMibkFVX3lxTE1wM0F1d0lkMHUzTVNaOWstVzUyQmRhcGJRTko2WXphRlJKMTlIaU13RTRBSkxVWUN1SUV3aVBERmgzaWI1OEMtQ1poVUFmeGFxQXZlUGV1VGN4b1hXT3pOWU5SUF9ZZFMwVVYxQTln?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,7月24日
日本地震｜日本宮崎7.1級地震、多縣發布海嘯警報 日圓未受大影響 - 香港經濟日報 - 即時新聞頻道 - 即市財經 - Hot Talk,https://news.google.com/read/CBMisANBVV95cUxNU01FN0ZULURmVnprX3RuZFpKRWlETUZhMjBnMUtMNWtPdE0yRkc1UnZreVFuaWlKMTFkbGFPd3hnWFQzc3JjcHQ5LXIyZ3ZkTk14MVlUaVZUUDB6ZFpmWXZsU0xTU2Z3MUpLQmhFSWxkYkVwckdHb0UwN1YwVU5EcUtCdlhQWEZEY3d5NGZTWU9zY3ZhbjczZnJFVk5IUWVXRzVPMDBxSVIyZy1XSGFNUHJOMzVSX0kxSXN0Z1VONWFqSVlNdTNYeVlmX3BJMEtZbkpDN0Z3X3RoSnlWMUZXUDRXeDM0bTdKa3A0cm0yRmcwUW8xdzM2RUdYQVY3UF9tLTZNNURMXzFjMUVTRzRMWmJOYlUzNUNiWnhuTjktWUtTeFFsMTBBVllRak13QjJiSzF1eC1VTlRXZHFERWdxZ3ZrT3hJUjZtaXlxWVd1alNYOXBhN1NhaW1INm5mZ3FOX3BVNVFKYkUwdU41RUFTZFhkSS1uR0JNUjdCN3ZTLWIzbkcwR3FNS2hiSTkyT3ZJdFptcV9BYmZzMzlMU2VWV3NTVXhaYm5IZHZ3MUdka1k?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,2 天前
智利北部發生7.4級地震 未有引發海嘯警報｜國際｜商業電台 881903,https://news.google.com/read/CBMiXkFVX3lxTE1tQjVram1HbE9mbzRSMXRsQk8wYTJIZWI0ZGE4SDNnTkhzNDc2Qks4c0NsWElzZk02eEdYWFFxTTFOU0pFVWtNbUIxYjl6T2EyR3BFVTlLa0Jya2pBdUHSAWNBVV95cUxQRWgxSi1YS3AtMXhtOGFXX2JYR1BmWkxwNzI2RnlVbGJENkxEQjhRVVlCN0haMVdKNFJ1T2pTX3JHdm40T0lnbGh6akJmeGxxdjZFeEJ4QVdGOXJ6UEFKVXdtNmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,商業電台,7月19日
日本宮崎縣6.9級地震 海嘯料高1米 警報擴大至鹿兒島縣愛媛縣,https://news.google.com/read/CBMiqANBVV95cUxPTzk4akxZOGp5T0MyTkxpS1hWOEZ3Zkh4ckpUWXNpa2RISzJRTElaS0xHc1JwWUt1cDJfb2tQcnpuUWpkQXpHTXpsRVdZM2NoWlBkVnlBYmNTQm5Wa2lKME00dXZ2dHFrZm5JNjhvcEdnalFGNGswY3pBWFppTlRqRmpDd1k2SG1jTUcxZ2NJXy16aTIycVpsS0NNeGtaaEFYalBYV1luWXAzMEwtemxUejJKX0kyYWpNQmpCdHZ1TkxRaDhKcXdTRGxQRWNxamFqMS1DaWRlU2lHSVgtaUtGc1NVcEoxYzlLZkZLcDFhWGtZM2lzTGhUYlYwc0hoNmRkWE1JcUFpYzJuNWVZOWpsNnVrTUl4emJGQl9veXltRmRHQXBkdWtMY2tMQW1aNkxRdklWaHdlUmlfY0k2OWd0c1AyUVIwQmdVUmF5VDQ2ZVBWVWxuQmVqUFAwMDZHcDVNeEpIOGY2Zk94eTZHOFVHSXdQZXlPY0syTFgzcFZYTllzZVVzX2lZczVxNm1hRmd3TlVjdWVIc1kzZmNfcWl6TjdoeGxhd0NY?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
南部海岸5.7級地震 無海嘯威脅,https://news.google.com/read/CBMijwFBVV95cUxNOUg2TlRNX2lhUXppUVFQdzNfTGp1eWNob0ZDcW9xNHlobzRNZHRyejhraVJ0V25qNTVjZGQtTEZGYnFFdEtZdTVJOEpxcWlSUkR4UkN5UkRtd0wwNDNMd2ZacnFkTzBaWG52VklUYnk2X2c0OXRxNDNmU0s2cE5oVl9RbWJ4dElyaW9xVndLcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月13日
日本南部發生7.1級地震 海嘯警報區域持續擴大 - 国际 - 即时国际,https://news.google.com/read/CBMihAFBVV95cUxOMF9JQTktNy1XQXZ6ck1xTXpKMUlfSWVTNXlabFR6TTVRYk1naHI5YUVwMGxHeW9TWGZaWW1XcUl6WjhoNGk4V3VBdGh3VVVwMjd6U3hLYWIwcm5faWM5NHdTNWY0U3N1TVVtMDVrN29MUVQxeEF1T3VEOS1sN1ljdWlyaDg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星洲网,2 天前
宮崎縣7.1級地震 發海嘯警報,https://news.google.com/read/CBMi3AFBVV95cUxNdVl5cUFqMU9EQlFSWXlMM1JOTEMwbTN5b3FvbGEtSVZkQzFFa05sZHdORHJ6Q21oVEJaVFpmVksxazFieGZTMVRjaEhBclpQSklwTTExNjVXWkJSenVsRGE4QjNDczhPb0UzVkJuRzR6aTB5RXlqNUFFaW02SEZOekZ2cDVCQVBEb0pmUlh6VkxzOHVfTFZrbWpqd25Ncmo1M0huT25KUFNoRGdaMEpxZTRLVmIxUllCT2VVTFNTdE1hRVIybkFXUDRnUVZ5d05SdzJ4YUFicmJFb3lN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 報章,昨天
北海道外海5.4級地震 未發海嘯警報,https://news.google.com/read/CBMi5wFBVV95cUxNWFpZbXl5NjVNUnlzdVdIZnE4SWNhSW9uWEZLRFlDVUh2NVlXXzFqOGNfeVk5YS1laGMwREdpaGRabEsxbkJtX1NqRTFlZ3JhcDJsX3F2a0phcGpSeFlQeFFDMXlQZHhRYm1qZXJ6bDFVN3YxZHJqWU9sU1F0SXVkRm5qaGxjQnF4a2gzNjBxWjZGUE81QjRpTVlDLWdrNjNQWGxGaVBrS2hySVFCVHRWN3E1clZ4QWdmNHQ3YXJ6NDFxVmliS2dGSjJTbnN5aXEweUZMamxrYlA0ZS1wMGpGdTAtSzJGSjQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月21日
日本地震｜日本宮崎7.1級地震 多縣發布海嘯警報 - 香港經濟日報 - 即時新聞頻道 - 即市財經 - Hot Talk,https://news.google.com/read/CBMi3gJBVV95cUxPNm5xVHlvRjZueGhmSktjOGJRU1htSVNUc1R2QjN1ajFib21ERUxRWVlWQnlOaWlteUxMS1JjUk1MOENQZ1FEX3FzUC1fd2I3WUVNdFlfMW45TG5GUHRyREdZNFVfMHJlMVNhNjhaNGUyZVlNaGgyN1U2YXpOT0tYM3F4QkJPN2ltTWt5NWtLY2w3MURGcHJHcF9NNW9OSGp5TW9NeGxhcWdQc2FVZDFXY1FNMkNWcklWQVB2QWFPTkdlcGxmN0NCWF9WTWFraFJCMVNTblQtSER1Mm1yVVdIcktOdXA3WGR1UGo2MmFBd0lDNWVESnlvMXBKbS14MEwxcDhvbll6dWkzdnRaT2dlZ1FZaExUclZSMnFtQ1NDUUdfbEFzZ3ZncXRRMHNwR1JoZU9OLTYwTE1SenNqSDNYNlZlaGtTMnJacnFzY3pRWHBPZjdEOXNZQ2dUbS1kQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,2 天前
日本地震｜九州宮崎縣對開海域 7.1級地震 已發海嘯警報 - 香港經濟日報 - 即時新聞頻道 - 國際形勢 - 環球社會熱點,https://news.google.com/read/CBMi8AJBVV95cUxNX2I3ME1IRFh6b1pBc2xYdWdiWmVBQmI1cDNSZklNeHhoMUhYeGFIRWtMTFZxUDZzRE16dUxUZG9qcGkxYTh2NVNKRGdEMHJVd1lEMjhiY3owczVid2U5bUhyQWtGaFAxcEZiRXRqRzJJMWMxNEVCUEMzcUl0bHp2X0w4YThMWTJMQUFZSUJiS0FPWTJCQnE4bUdsem95eURyTjdtVXJibXU4cDFpa2x2U0F6UzEzYlVZTnFqQktUMHg0d2lSU0l4WUllVmlybWFoV1J1SXlWT3RZSE0xbU83aktIN2Q2VWZlWlVsaWVENUxhTFhlRDRRQXFIeWRUM0ltb2FMTXFscnZCcDhoNnZyV21HaTdHS09BMkJMTllRTExJaE9fZGphZzduOFJ0VXB5Y0U3TzkzalJHN05ocmlEcHQyajhZUnlfRVhWSzJuM0NZSWpIR0pGM25QSFhkcVJld0lrWkJFQ1NrWU5kbnV3cw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港經濟日報 - 即時新聞,2 天前
宮崎地震丨海嘯預警解除 房屋倒塌累計致12人傷,https://news.google.com/read/CBMi2AJBVV95cUxNNWp0cDF6M2dOOXZnbzIxdnV4SFAzS0hCSHRHVEJfcG5TLXBjM3V4cTc3MHBIbF93Y1Fyam15ZHBnMHQ3Y19UbGR3bWkzNnhtOXlZVzV4Q09ZeWc3cUFPbWxDMlVSaW9ya0hUamRVLUNQSnY2WDNScENLdDVjUU1LZG1ucHRKMTJ0UDE2NjBLX0c3UU1LWXFUVmFmR0JxazctelhoV3o5SlQ1N0tBa3dmMlZIWEIyVTROUEdrcmxHbnlZOW5qWGlLWVZYRWtaV0E4ZERlVzI0LWMzblFfTWNvRmlwU3pSbjVPeXA0VGFMZjJvQVUyTXpBVkJfNzJsTDFZRk1mcnNhWEJ4aEVEZ1dkX2tZYmZqTk5SQ0E5N0JxS2J5NmNIZW03ZUJFNVU2MnBJX3JsLVVpWlFtX29tZXRwVG5kTXl3M3o2V0JGeTZiVHBxOFB3YVR5ZA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,橙新聞,昨天
日本宮崎縣近海發生7.1級地震 當局發布海嘯警告,https://news.google.com/read/CBMi4gJBVV95cUxNaG1CZUlRZWpmc0pFUmRhTDV0ODRmZDNTZl9QVHpOeWJveWlTU1JuX0VJTWFGdXRsUV9laURnQ280NVdCM21NUWl2ZTl3TmJzSUZoYjk4RWNPZDNYcTU4eWpnTFRld2xNYUhNbDVFM0hTZEpVZlY3UDVBcGp0NURHVzlBeGw2VXNPM3A2UWh0NDBrVE1rallweWJRUU5CejlzVHhjakNxWC1CZmhDU2JmVk9OVFpXS2FtdHdNQ0VsRmdUSWdSTkhIQlUyZVV4MUpNNWdYSlFJNmdHZVJCNzRYSzAzNUVvRlZTM0xCRUhJQ3dUcFcycmZaWXFYZ3lwSVJUc1E0MVpXdk43d19NTUJYQnJqdEM2OXhEaG15LTRERVFFMmFrM05LUFk4TkdhMDdzSUlrNTFUNUs2QndlQzBZVURHbWxXc09nRkpINzlwa3JjMFYtSUl2NWxLbmtFWlZaVXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Channel C HK,2 天前
日本地震｜宮崎縣7.1級地震 再有一波海嘯抵岸 浪高1米,https://news.google.com/read/CBMi-gJBVV95cUxOVl9TWWxfWEVOSFJIV2E5NHBaem9XUWgxTlE0SGIxbi1Sc0hzU2J6RWp1eGxvbW9WYXFWd2dpTmIxVDROeG9QblJBdXJsa0xKSzZ2Vy1pbzJSQUJVaS1FVG5UN0ZOMUtQQTVYaFNhQVBkNU9TTlVHd09aUWVFdDBLM1N3TzdyWi1qcVJSWHlpMGJjeUw4ZGRKUGRPVnpVX3djN1pISWduS3BmaEhobTR4bXVaM2tBNE1za2ZFZGZfQ2ZXWENWRWl1VmFIZXJpbFpoY3ktN2pxVkd0ZDFfaXhYbDVVQnM4M0hWUi1CbFZfaGprSXNMUnl3MWNqQ09jU25TNWtKWlU4Z1M4SmViUVo1OUxKeEVoNk5HZ3l0WUJmY2tsUTNkYUt3b2FxemdVODdwWkRCX2ZSaXJmRzVOTWZXLTQ5eVVSQ3RrNVlRcnoxODhlVzVyejdMS29xaUtXbTBheVhWT3BiOFJYWjJUdVN2ZTBxOVFaNGJzWlE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,2 天前
日本宮崎縣發生黎克特制7.1級地震 海嘯料高1米,https://news.google.com/read/CBMizwJBVV95cUxPWXJHa0hHZHNmZmt6elNiSWtNUndLT01YTUZnNWtZS1lQRE0zTmVyWWVlTFFmNk5aU1JMN0hrWUlTaHVYRXF5Sk53X1pKLWxFZWY3MEVLUmVCRWd6dXZvSlVRV1lFTUFGeW1aUzl5dkZBd05tSW9LZm5pa3JkVjhneVVvUFFLX3JWUkFzYTVXUXNrZWVYLVd3aVNFelN4UXRscDM0QzZfUUNKWHZOODVhT0lxem1Hd3FYMURmam4wYXlNR1RncnBycnBCZ2hVSDVhYUstcU1SNjhhNHd2NU9VTzNpdFhvaHlONTJkVkJldU5xSmpYaklBbE5UNHlmZllHbDB1TUI5RDdNMXJheFlKSmMxci1vNTlVXzBBN1E1d1BnVlR6R080d3RFZEkta0VFNDNDRS1hajN2TTc4WFI0anhINVduc1ZONFNyY3pOcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,橙新聞,2 天前
九州宮崎縣對出海域7.1級地震料有1米高海嘯｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxORXBBUUtsWGRCZld6WG9hTXFVZ042TktnOHpFNzBHLTd2b3lqLTF2TVFvdnJ5eU45RlRUd3VLR0pNUTNXR2dla1BtLUxrWGpOYXJaR1JRcDZzSklURXZnMGc2elQ2cXJubE9MS3duTmRSQ194WV9DUWZQLWJoUnZQVWtxMHlHa3FrWEdyeHhtdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,2 天前
宮崎縣日向灘凌晨再5.3級地震無海嘯警報｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxObGpFQjhJTHNGcVVLcXVHZ3pYb0JjWWNZbVd1Y0FmWTJVOEl6WFFobkxlRlJnNVN0aEQtTlZFVmtwNmRBekQteTJSa1pEcVFldXRRdHloVElTY21hdFY0MzJGLWJYYW5WemxhMWQtbHhHRjVXVmE1eFl5TzNrSUZUOWVSdXdHQW11MEtObFFGaw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,昨天
東京都深夜發生4.7級地震暫未引發海嘯警報｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxNbnNnemo1d1J1T1RzYl9hSXBLZUl5dGVvRHJueEdRZS1Ld2UzRkdTblhGQWJQYmdubEhieXdkaVlEb2FkaDd5c2lxMUVVZVAtbDdtUWdiZ3pfOVZ3MURQNHpfZzBaUmNMWkVGb1RTQWdIZng4NVlfdFhKSUJObDhYRVh6UjkwY0NQY056WjU2MA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月31日
日本宮崎縣6.9級地震 料現一米高海嘯,https://news.google.com/read/CBMimgJBVV95cUxQOFNtWVJJZkFmbno2cWV4UEF6RlQ1Q3RzdU1KRHltTGZuT3NwUWptS3RXSjhfRjhOb2wwTGdqaHBsalk5WWxHSFNJTkEybmRva0pNbFQ0RGpOWGszR2lxemMyalFLX3d0N2gzWV9vRjNVX1M2R0Z4QjRZYU1ySm9rY1JsYTRyUGxpSXF0QmxRd0pvTXJ3Z1BzaG5xTV8wY0pDbjVveG9HdzV5X2NBSVdYbDI2VTY2dVFGVS1rNGExSUpZUnRJc2t2eE1VWndISmFWUS1hOHpGYnhDYi15UVRjX29CMXZ1cDFRSm1YNEpDWno0R3BTV0puWHNsQmtqSFFyMFotRl9JOE45bVZFTy1scS1PSVY1RmlzQWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,2 天前
日本宮崎縣7.1級地震 料現一米高海嘯(有片),https://news.google.com/read/CBMitAJBVV95cUxQM1ZEUzl2ZEk1MzF1WlBKaThLZkU4cFlPQmxrT01RNmV0RXk4Wkd0ZjZzdGc2TGtaUV9USFF4N1hPeXJiZU9XWHFkcFBDdndDRzZCS09FckRvRU96MHhLLUlEaF9tcGRwOUtJc1R1WXRPbmhRUEUtSnFTRmpuVWdGU19VaUdTbGN5ZXQ3TXRMUmRrR3A3akV3LWNMM09sS05MWXpCNlV1WDY2WHN0eXU1Tk9MUW5EakhLYURzV1FvcjF1c2NWZkxabUhYUF8xX25faC1lM2w3YWtzbWVYOUpiOExyMGpXZ19ySTROeS1SOTJhVGZXN2xCLWZsTXVyUzlVS1lXS2hKVGtJRnRCTTlXOGx3N2Z6MXFnc2FEaHdUdnBvRzN0OVR4eEE4aEs1ejh0cno2cQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,2 天前
